"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","17:38:0",24.65,873.41,1235.36,38.61
"17/03/2024","17:39:0",24.62,876.45,1206.81,36.81
"17/03/2024","17:40:0",24.59,879.2,1181.23,36.15
"17/03/2024","17:41:0",24.54,882.67,1148.72,34.8
"17/03/2024","17:42:0",24.45,885.33,1124.02,33.72
"17/03/2024","17:43:0",24.38,888.68,1092.92,36.71
"17/03/2024","17:44:0",24.31,892.6,1056.69,40.66
"17/03/2024","17:45:0",24.27,895.61,1029.02,44.85
"17/03/2024","17:46:0",24.27,899.27,995.37,48.69
"17/03/2024","17:47:0",24.29,901.8,972.16,50.87
"17/03/2024","17:48:0",24.3,904.24,949.93,52.57
"17/03/2024","17:49:0",24.32,906.96,925.13,54.08
"17/03/2024","17:50:0",24.35,909.32,903.61,54.63
"17/03/2024","17:51:0",24.37,911.56,883.25,56.7
"17/03/2024","17:52:0",24.41,914.66,855.19,57.21
"17/03/2024","17:53:0",24.44,916.09,842.28,58.93
"17/03/2024","17:54:0",24.5,920.35,803.82,58.82
"17/03/2024","17:55:0",24.54,924.17,769.56,59.18
"17/03/2024","17:56:0",24.56,927.42,740.44,58.94
"17/03/2024","17:57:0",24.6,930.09,716.61,59.53
"17/03/2024","17:58:0",24.65,934.24,679.6,59.9
"17/03/2024","17:59:0",24.69,937.9,647.14,59.91
"17/03/2024","18:0:0",24.73,940.57,623.51,59.73
"17/03/2024","18:1:0",24.77,943.58,596.93,60.17
"17/03/2024","18:2:0",24.78,946.16,574.15,60.95
"17/03/2024","18:3:0",24.86,948.42,554.32,59.01
"17/03/2024","18:4:0",24.93,952.76,516.27,58.11
"17/03/2024","18:5:0",24.99,956.74,481.48,58.6
"17/03/2024","18:6:0",25.04,961.09,443.58,58.63
"17/03/2024","18:7:0",25.07,964.57,413.43,58.76
"17/03/2024","18:8:0",25.1,968.45,379.82,58.16
"17/03/2024","18:9:0",25.13,973.22,338.72,59.05
"17/03/2024","18:10:0",25.16,977.35,303.26,58.99
"17/03/2024","18:11:0",25.17,980.23,278.63,58.55
"17/03/2024","18:12:0",25.17,983.5,250.65,55.51
"17/03/2024","18:13:0",25.14,986.6,224.3,52.05
"17/03/2024","18:14:0",25.09,987.95,212.79,48.01
"17/03/2024","18:15:0",25.02,992,178.42,45.32
"17/03/2024","18:16:0",24.92,995.34,150.2,43.52
"17/03/2024","18:17:0",24.84,1000,110.93,42.84
"17/03/2024","18:18:0",24.77,1005.3,66.43,41.9
"17/03/2024","18:19:0",24.72,1008.74,37.66,45.21
"17/03/2024","18:20:0",24.68,1011.04,18.45,47.5
"17/03/2024","18:21:0",24.69,1008.4,40.43,49.83
"17/03/2024","18:22:0",24.7,1010.11,26.17,51.61
"17/03/2024","18:23:0",24.73,1018.28,-41.76,53.33
"17/03/2024","18:24:0",24.77,1020.93,-63.78,56.72
"17/03/2024","18:25:0",24.8,1020.96,-64.01,56.27
"17/03/2024","18:26:0",24.84,1014.61,-11.31,57.17
"17/03/2024","18:27:0",24.87,1016.37,-25.94,58.55
"17/03/2024","18:28:0",24.91,1018.64,-44.79,59.62
"17/03/2024","18:29:0",24.95,1019.28,-50.09,60.01
"17/03/2024","18:30:0",25.09,1019.04,-48.07,63.01
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"18/03/2024","8:14:0",23.61,1022.05,-73.02,63.31
"18/03/2024","8:15:0",23.75,1022.05,-73.02,61.67
"18/03/2024","8:16:0",23.72,1022.03,-72.81,59.87
"18/03/2024","8:17:0",23.63,1022.02,-72.76,59.93
"18/03/2024","8:18:0",23.91,1022,-72.56,60.05
"18/03/2024","8:19:0",24.09,1021.97,-72.32,59.48
"18/03/2024","8:20:0",24.04,1022.03,-72.77,59.41
"18/03/2024","8:21:0",23.99,1022.15,-73.86,58.38
"18/03/2024","8:22:0",23.77,1022.13,-73.68,59.84
"18/03/2024","8:23:0",23.78,1022.11,-73.58,59.96
"18/03/2024","8:24:0",23.82,1022.13,-73.63,60.34
"18/03/2024","8:25:0",23.9,1022.15,-73.8,60.85
"18/03/2024","8:26:0",23.89,1022.17,-73.99,59.28
"18/03/2024","8:27:0",23.92,1022.14,-73.76,59.3
"18/03/2024","8:28:0",23.87,1022.05,-73,58.88
"18/03/2024","8:29:0",23.64,1021.52,-68.65,58.29
"18/03/2024","8:30:0",23.06,1021.66,-69.8,57.83
"18/03/2024","8:31:0",22.22,1021.67,-69.84,61.13
"18/03/2024","8:32:0",22.43,1021.61,-69.4,62.65
"18/03/2024","8:33:0",22.98,1021.65,-69.72,64.25
"18/03/2024","8:34:0",23.43,1021.61,-69.38,63.39
"18/03/2024","8:35:0",23.85,1021.58,-69.12,64.55
"18/03/2024","8:36:0",24.11,1021.33,-67.02,59.51
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"18/03/2024","14:10:0",25.05,1020.78,-62.53,58.99
"18/03/2024","14:11:0",25.42,1020.8,-62.66,57.72
"18/03/2024","14:12:0",25.82,1020.78,-62.55,56.55
"18/03/2024","14:13:0",26.95,1020.68,-61.65,54.15
"18/03/2024","14:14:0",26.67,1020.67,-61.59,53.98
"18/03/2024","14:15:0",26.43,1020.66,-61.48,54.99
"18/03/2024","14:16:0",25.69,1020.7,-61.81,56.38
"18/03/2024","14:17:0",25.49,1020.64,-61.39,57.5
"18/03/2024","14:18:0",25.4,1020.63,-61.22,57.42
"18/03/2024","14:19:0",24.99,1020.7,-61.71,58.95
"18/03/2024","14:20:0",25.65,1020.74,-62.14,56.69
"18/03/2024","14:21:0",26.81,1020.76,-62.36,53.62
"18/03/2024","14:22:0",24.9,1020.78,-62.53,58.3
"18/03/2024","14:23:0",24.2,1020.88,-63.31,60.6
"18/03/2024","14:24:0",25.68,1020.85,-63.09,56.75
"18/03/2024","14:25:0",23.94,1020.74,-61.77,60.24
"18/03/2024","14:26:0",26.19,1020.69,-61.75,54.89
"18/03/2024","14:27:0",26.38,1020.84,-63.02,53.74
"18/03/2024","14:28:0",27.62,1020.59,-60.94,50.59
"18/03/2024","14:29:0",26.79,1020.55,-60.58,52.44
"18/03/2024","14:30:0",26.69,1020.17,-57.47,52.93
"18/03/2024","14:31:0",27.9,1020.12,-57.01,50.26
"18/03/2024","14:32:0",28.37,1020.32,-58.71,50.97
"18/03/2024","14:33:0",30,1020.13,-57.09,47.2
"18/03/2024","14:34:0",29.84,1020.18,-57.53,46.72
"18/03/2024","14:35:0",31.7,1020.1,-56.88,42.34
"18/03/2024","14:36:0",28.76,1020.06,-56.57,48.48
"18/03/2024","14:37:0",28.4,1020.5,-60.22,48.42
"18/03/2024","14:38:0",26.51,1020.84,-62.99,53.95
"18/03/2024","14:39:1",25.84,1020.55,-60.57,55.24
"18/03/2024","14:40:0",25.59,1020.54,-60.48,56.37
"18/03/2024","14:41:0",24.98,1020.52,-60.35,57.52
"18/03/2024","14:42:0",24.27,1020.57,-60.76,59.63
"18/03/2024","14:43:0",24.26,1020.52,-60.38,60.26
"18/03/2024","14:44:0",24.68,1020.52,-60.39,59.12
"18/03/2024","14:45:0",25.24,1020.57,-60.81,57.25
"18/03/2024","14:46:0",25.5,1020.5,-60.16,56.17
"18/03/2024","14:47:0",25.59,1020.52,-60.33,57.05
"18/03/2024","14:48:0",25.62,1020.53,-60.4,56.78
"18/03/2024","14:49:0",25.79,1020.42,-59.49,54.76
"18/03/2024","14:50:0",25.87,1020.44,-59.67,54.98
"18/03/2024","14:51:0",25.91,1020.37,-59.1,54.77
"18/03/2024","14:52:0",25.84,1020.41,-59.43,54.99
"18/03/2024","14:53:0",25.83,1020.43,-59.56,54.95
"18/03/2024","14:54:0",25.69,1020.39,-59.24,55.03
"18/03/2024","14:55:0",25.66,1020.32,-58.66,55.56
"18/03/2024","14:56:0",25.45,1020.37,-59.1,55.74
"18/03/2024","14:57:0",25.45,1020.39,-59.31,56.09
"18/03/2024","14:58:0",25.57,1020.4,-59.37,56.67
"18/03/2024","14:59:0",25.42,1020.34,-58.83,57.62
"18/03/2024","15:0:0",25.34,1020.38,-59.23,58.14
"18/03/2024","15:1:0",25.15,1020.37,-59.09,59.1
"18/03/2024","15:2:0",25.04,1020.33,-58.79,59.51
"18/03/2024","15:3:0",25.08,1020.26,-58.23,59.01
"18/03/2024","15:4:0",24.9,1020.34,-58.83,58.92
"18/03/2024","15:5:0",24.81,1020.29,-58.44,58.04
"18/03/2024","15:6:0",24.89,1020.28,-58.33,57.79
"18/03/2024","15:7:0",25.01,1020.24,-58.01,57.5
"18/03/2024","15:8:0",25.06,1020.29,-58.44,57.26
"18/03/2024","15:9:0",25.06,1020.27,-58.25,57.28
"18/03/2024","15:10:0",25.29,1020.35,-58.92,58.47
"18/03/2024","15:11:0",25.39,1020.34,-58.9,57.85
"18/03/2024","15:12:0",25.44,1020.32,-58.72,58.33
"18/03/2024","15:13:0",25.52,1020.29,-58.47,57.75
"18/03/2024","15:14:0",25.57,1020.33,-58.82,57.37
"18/03/2024","15:15:0",25.25,1020.31,-58.64,57.6
"18/03/2024","15:16:0",25.07,1020.21,-57.82,58.83
"18/03/2024","15:17:0",25,1020.17,-57.47,58.85
"18/03/2024","15:18:0",24.73,1020.29,-58.42,59.52
"18/03/2024","15:19:1",24.84,1020.3,-58.56,59.68
"18/03/2024","15:20:0",25.13,1020.22,-57.97,58.11
"18/03/2024","15:21:0",25.03,1020.2,-57.69,57.04
"18/03/2024","15:22:0",25.21,1020.18,-57.55,56.14
"18/03/2024","15:23:0",25.24,1020.23,-57.95,56.66
"18/03/2024","15:24:0",25.21,1020.25,-58.1,56.95
"18/03/2024","15:25:0",25.3,1020.22,-57.9,55.95
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"19/03/2024","11:0:0",24.11,879.15,1181.56,29.77
"19/03/2024","11:1:0",23.18,879.17,1181.37,31.99
"19/03/2024","11:2:0",23.77,879.15,1181.55,33.92
"19/03/2024","11:3:0",23.57,879.15,1181.55,33.71
"19/03/2024","11:4:0",23.34,879.13,1181.76,33.4
"19/03/2024","11:5:0",23.57,879.12,1181.83,33.87
"19/03/2024","11:6:0",23.7,879.14,1181.7,33.71
"19/03/2024","11:7:0",23.49,879.2,1181.09,33.36
"19/03/2024","11:8:0",20.78,879.19,1181.21,38.17
"19/03/2024","11:9:0",20.01,879.73,1176.13,39.32
"19/03/2024","11:10:0",19.47,880.52,1168.74,41.65
"19/03/2024","11:11:0",19.82,881.3,1161.52,42.07
"19/03/2024","11:12:0",20.3,881.43,1160.3,40.06
"19/03/2024","11:13:0",19.8,881.45,1160.07,40.86
"19/03/2024","11:14:0",19.16,881.46,1160,42.76
"19/03/2024","11:15:0",19.57,881.75,1157.32,43.88
"19/03/2024","11:16:0",19.67,881.66,1158.13,42.34
"19/03/2024","11:17:0",19.69,881.66,1158.11,42.02
"19/03/2024","11:18:0",20.44,881,1164.34,40.03
"19/03/2024","11:19:0",19.8,880.45,1169.45,41.94
"19/03/2024","11:20:0",19.92,879.99,1174.14,43.13
"19/03/2024","11:21:0",20.68,879.45,1178.8,46.54
"19/03/2024","11:22:0",21.41,879.42,1179,44.97
"19/03/2024","11:23:0",22.18,879.38,1179.44,42.2
"19/03/2024","11:24:0",22.91,879.31,1180.07,42.04
"19/03/2024","11:25:0",22.96,879.38,1179.42,39.68
"19/03/2024","11:26:0",23.04,879.37,1179.48,38.6
"19/03/2024","11:27:0",22.23,879.41,1179.1,40.83
"19/03/2024","11:28:0",22.19,879.38,1179.41,41.62
"19/03/2024","11:29:0",22.26,879.37,1179.47,42.36
"19/03/2024","11:30:0",22,879.4,1179.19,41.92
"19/03/2024","11:31:0",22.01,879.36,1179.6,42.83
"19/03/2024","11:32:0",21.87,879.42,1179.08,43.39
"19/03/2024","11:33:0",21.58,879.43,1178.95,43.71
"19/03/2024","11:34:0",21.58,879.46,1178.67,43.74
"19/03/2024","11:35:0",21.57,879.42,1179.06,43.84
"19/03/2024","11:36:0",21.55,879.43,1178.99,43.83
"19/03/2024","11:37:0",21.54,879.44,1178.82,43.84
"19/03/2024","11:38:0",21.5,879.47,1178.58,43.8
"19/03/2024","11:39:0",21.47,879.44,1178.88,43.93
"19/03/2024","11:40:0",21.46,879.45,1178.76,43.92
"19/03/2024","11:41:0",21.43,879.42,1179.09,43.88
"19/03/2024","11:42:0",21.4,879.45,1178.78,43.96
"19/03/2024","11:43:0",21.38,879.48,1178.48,44.05
"19/03/2024","11:44:0",21.39,879.48,1178.45,44.01
"19/03/2024","11:45:0",21.33,879.47,1178.58,43.98
"19/03/2024","11:46:0",21.33,879.43,1178.92,44.11
"19/03/2024","11:47:0",21.32,879.43,1178.98,44.06
"19/03/2024","11:48:0",21.31,879.43,1178.94,44.18
"19/03/2024","11:49:0",21.31,879.44,1178.82,44.23
"19/03/2024","11:50:0",21.31,879.41,1179.11,44.38
"19/03/2024","11:51:0",21.32,879.44,1178.88,44.41
"19/03/2024","11:52:0",21.32,879.47,1178.6,44.37
"19/03/2024","11:53:0",21.34,879.44,1178.85,44.3
"19/03/2024","11:54:0",21.34,879.43,1178.99,44.23
"19/03/2024","11:55:0",21.35,879.41,1179.15,44.2
"19/03/2024","11:56:0",21.36,879.46,1178.67,44.17
"19/03/2024","11:57:0",21.35,879.43,1178.92,44.06
"19/03/2024","11:58:0",21.35,879.43,1178.83,44.01
"19/03/2024","11:59:0",21.35,879.44,1178.93,43.91
"19/03/2024","12:00:0",21.35,879.42,1179.09,44.01
"19/03/2024","12:01:0",21.36,879.42,1179.02,44.01
"19/03/2024","12:02:0",21.37,879.42,1179,44.18
"19/03/2024","12:03:0",21.39,879.46,1178.66,44.34
"19/03/2024","12:04:0",21.42,879.45,1178.76,44.46
"19/03/2024","12:05:0",21.43,879.43,1178.92,44.65
"19/03/2024","12:06:0",21.45,879.43,1178.92,44.68
"19/03/2024","12:07:0",21.48,879.45,1178.81,44.67
"19/03/2024","12:08:0",21.48,879.43,1178.94,44.4
"19/03/2024","12:09:0",21.51,879.46,1178.72,44.67
"19/03/2024","12:10:0",21.51,879.46,1178.7,44.71
"19/03/2024","12:11:0",21.52,879.43,1178.98,44.73
"19/03/2024","12:12:0",21.53,879.43,1178.97,44.69
"19/03/2024","12:13:0",21.53,879.45,1178.8,44.67
"19/03/2024","12:14:0",21.53,879.46,1178.69,44.77
"19/03/2024","12:15:0",21.53,879.42,1179.04,44.66
"19/03/2024","12:16:0",21.52,879.45,1178.78,44.62
"19/03/2024","12:17:0",21.52,879.45,1178.78,44.69
"19/03/2024","12:18:0",21.53,879.43,1178.91,44.76
"19/03/2024","12:19:0",21.52,879.43,1178.94,44.58
"19/03/2024","12:20:0",21.52,879.43,1178.95,44.52
"19/03/2024","12:21:0",21.54,879.44,1178.82,44.71
"19/03/2024","12:22:0",21.56,879.44,1178.91,44.8
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"20/03/2024","9:17:0",21.37,987.4,217.46,60.6
"20/03/2024","9:18:0",21.02,986.61,224.22,63.71
"20/03/2024","9:19:0",20.63,985.38,234.69,64.2
"20/03/2024","9:20:0",20.12,984.56,241.66,65.15
"20/03/2024","9:21:0",20,984.25,244.27,67.02
"20/03/2024","9:22:0",19.79,983.64,249.49,67.4
"20/03/2024","9:23:0",19.65,983.15,253.69,67.17
"20/03/2024","9:24:0",19.65,983.06,254.43,67.2
"20/03/2024","9:25:0",19.64,983.04,254.59,67.22
"20/03/2024","9:26:0",19.64,983.02,254.81,67.28
"20/03/2024","9:27:0",19.64,982.94,255.5,67.32
"20/03/2024","9:28:0",19.63,982.92,255.6,67.43
"20/03/2024","9:29:0",19.63,982.87,256.07,67.5
"20/03/2024","9:30:0",19.63,982.86,256.19,67.53
"20/03/2024","9:31:0",19.62,982.81,256.56,67.62
"20/03/2024","9:32:0",19.62,982.8,256.64,67.61
"20/03/2024","9:33:0",19.6,982.79,256.73,67.56
"20/03/2024","9:34:0",19.6,982.73,257.26,67.49
"20/03/2024","9:35:0",19.6,982.74,257.16,67.44
"20/03/2024","9:36:0",19.6,982.69,257.62,67.42
"20/03/2024","9:37:0",19.59,982.65,257.95,67.28
"20/03/2024","9:38:0",19.59,982.6,258.35,67.25
"20/03/2024","9:39:0",19.57,982.57,258.6,67.21
"20/03/2024","9:40:0",19.57,982.55,258.76,67.06
"20/03/2024","9:41:0",19.56,982.53,258.97,66.99
"20/03/2024","9:42:0",19.55,982.5,259.16,66.85
"20/03/2024","9:43:0",19.54,982.49,259.31,66.72
"20/03/2024","9:44:0",19.53,982.46,259.57,66.76
"20/03/2024","9:45:0",19.53,982.44,259.72,66.77
"20/03/2024","9:46:0",19.53,982.46,259.52,66.93
"20/03/2024","9:47:0",19.53,982.41,259.99,67.01
"20/03/2024","9:48:0",19.53,982.41,259.98,67
"20/03/2024","9:49:0",19.52,982.37,260.33,66.91
"20/03/2024","9:50:0",19.52,982.36,260.45,66.77
"20/03/2024","9:51:0",19.52,982.35,260.49,66.7
"20/03/2024","9:52:0",19.51,982.34,260.62,66.65
"20/03/2024","9:53:0",19.52,982.28,261.11,66.67
"20/03/2024","9:54:0",19.51,982.23,261.52,66.7
"20/03/2024","9:55:0",19.51,982.21,261.68,66.74
"20/03/2024","9:56:0",19.51,982.17,262,66.87
"20/03/2024","9:57:0",19.5,982.15,262.24,66.91
"20/03/2024","9:58:0",19.5,982.1,262.88,66.76
"20/03/2024","9:59:0",19.5,982.06,263.01,66.79
"20/03/2024","10:00:0",19.5,982,263.46,66.86
"20/03/2024","10:01:0",19.5,981.96,263.8,66.92
"20/03/2024","10:02:0",19.5,981.95,263.89,66.97
"20/03/2024","10:03:0",19.5,981.9,264.31,67
"20/03/2024","10:04:0",19.5,981.86,264.73,67.14
"20/03/2024","10:05:0",19.5,981.78,265.39,67.33
"20/03/2024","10:06:0",19.5,981.78,265.38,67.52
"20/03/2024","10:07:0",19.5,981.72,265.91,67.63
"20/03/2024","10:08:0",19.5,981.69,266.18,67.72
"20/03/2024","10:09:0",19.5,981.66,266.36,67.72
"20/03/2024","10:10:0",19.49,981.61,266.82,67.7
"20/03/2024","10:11:0",19.48,981.55,267.32,67.67
"20/03/2024","10:12:0",19.48,981.55,267.35,67.7
"20/03/2024","10:13:0",19.47,981.47,267.83,67.85
"20/03/2024","10:14:0",19.47,981.47,268.04,67.87
"20/03/2024","10:15:0",19.47,981.43,268.35,67.98
"20/03/2024","10:16:0",19.46,981.4,268.57,68.15
"20/03/2024","10:17:0",19.46,981.36,268.98,68.3
"20/03/2024","10:18:0",19.46,981.26,269.81,68.46
"20/03/2024","10:19:0",19.45,981.27,269.75,68.56
"20/03/2024","10:20:0",19.45,981.24,270.01,68.58
"20/03/2024","10:21:0",19.45,981.16,270.65,68.69
"20/03/2024","10:22:0",19.45,981.15,270.77,68.84
"20/03/2024","10:23:0",19.45,981.12,271.01,68.91
"20/03/2024","10:24:0",19.45,981.1,271.21,68.99
"20/03/2024","10:25:0",19.44,981.06,271.54,69.02
"20/03/2024","10:26:0",19.44,981.03,271.82,69.08
"20/03/2024","10:27:0",19.44,980.99,272.15,69.13
"20/03/2024","10:28:0",19.43,980.94,272.57,69.08
"20/03/2024","10:30:0",19.43,980.91,272.83,69.11
"20/03/2024","10:31:0",19.43,980.88,273.04,68.99
"20/03/2024","10:32:0",19.42,980.83,273.53,68.84
"20/03/2024","10:33:0",19.41,980.77,274.01,68.73
"20/03/2024","10:34:0",19.41,980.77,274.02,68.58
"20/03/2024","10:35:0",19.41,980.75,274.16,68.51
"20/03/2024","10:36:0",19.41,980.7,274.56,68.48
"20/03/2024","10:37:0",19.4,980.67,274.87,68.5
"20/03/2024","10:38:0",19.4,980.66,274.98,68.55
